row_id,datetime,energy
123,2008-03-06 02:00:00,1092.7095
124,2008-03-06 03:00:00,1078.992
125,2008-03-06 04:00:00,1076.514
126,2008-03-06 05:00:00,1093.506
127,2008-03-06 06:00:00,1164.66
128,2008-03-06 07:00:00,1298.9145
129,2008-03-06 08:00:00,1388.1225
130,2008-03-06 09:00:00,1382.0159999999998
131,2008-03-06 10:00:00,1376.0865
132,2008-03-06 11:00:00,1362.5459999999998
133,2008-03-06 12:00:00,1351.4834999999998
134,2008-03-06 13:00:00,1339.6245
135,2008-03-06 14:00:00,1330.332
136,2008-03-06 15:00:00,1337.589
137,2008-03-06 16:00:00,1321.0395
138,2008-03-06 17:00:00,1325.6415
139,2008-03-06 18:00:00,1315.464
140,2008-03-06 19:00:00,1306.7025
141,2008-03-06 20:00:00,1364.847
142,2008-03-06 21:00:00,1389.981
143,2008-03-06 22:00:00,1350.4215
144,2008-03-06 23:00:00,1263.072
145,2008-03-07 00:00:00,1172.5365
146,2008-03-07 01:00:00,1104.8339999999998
147,2008-03-07 02:00:00,1066.779
148,2008-03-07 03:00:00,1039.4325
149,2008-03-07 04:00:00,1040.4945
150,2008-03-07 05:00:00,1065.6285
151,2008-03-07 06:00:00,1134.8355
152,2008-03-07 07:00:00,1273.869
153,2008-03-07 08:00:00,1368.4755
154,2008-03-07 09:00:00,1370.688
155,2008-03-07 10:00:00,1379.2725
156,2008-03-07 11:00:00,1380.3345
157,2008-03-07 12:00:00,1373.0775
158,2008-03-07 13:00:00,1372.458
159,2008-03-07 14:00:00,1375.9095
160,2008-03-07 15:00:00,1373.697
161,2008-03-07 16:00:00,1356.9705
162,2008-03-07 17:00:00,1351.041
163,2008-03-07 18:00:00,1325.022
164,2008-03-07 19:00:00,1331.217
165,2008-03-07 20:00:00,1393.167
166,2008-03-07 21:00:00,1406.5304999999998
167,2008-03-07 22:00:00,1363.5195
168,2008-03-07 23:00:00,1270.7714999999998
169,2008-03-08 00:00:00,1174.4835
170,2008-03-08 01:00:00,1103.418
171,2008-03-08 02:00:00,1066.071
172,2008-03-08 03:00:00,1039.7865
173,2008-03-08 04:00:00,1042.884
174,2008-03-08 05:00:00,1054.8315
175,2008-03-08 06:00:00,1115.985
176,2008-03-08 07:00:00,1257.4965
177,2008-03-08 08:00:00,1348.6515
178,2008-03-08 09:00:00,1353.7845
179,2008-03-08 10:00:00,1365.4665
180,2008-03-08 11:00:00,1375.7324999999998
181,2008-03-08 12:00:00,1379.361
182,2008-03-08 13:00:00,1382.9009999999998
183,2008-03-08 14:00:00,1389.7155
184,2008-03-08 15:00:00,1385.1135
185,2008-03-08 16:00:00,1372.989
186,2008-03-08 17:00:00,1360.1564999999998
187,2008-03-08 18:00:00,1337.7659999999998
188,2008-03-08 19:00:00,1321.3049999999998
189,2008-03-08 20:00:00,1355.3774999999998
190,2008-03-08 21:00:00,1351.395
191,2008-03-08 22:00:00,1308.4725
192,2008-03-08 23:00:00,1236.9645
193,2008-03-09 00:00:00,1159.6155
194,2008-03-09 01:00:00,1080.939
195,2008-03-09 02:00:00,1026.3345
196,2008-03-09 03:00:00,997.6605
197,2008-03-09 04:00:00,984.0315
198,2008-03-09 05:00:00,979.164
199,2008-03-09 06:00:00,1005.006
200,2008-03-09 07:00:00,1038.3705
201,2008-03-09 08:00:00,1105.8075
202,2008-03-09 09:00:00,1156.0755
203,2008-03-09 10:00:00,1206.255
204,2008-03-09 11:00:00,1224.84
205,2008-03-09 12:00:00,1230.5925
206,2008-03-09 13:00:00,1222.893
207,2008-03-09 14:00:00,1217.1405
208,2008-03-09 15:00:00,
209,2008-03-09 16:00:00,1199.2635
210,2008-03-09 17:00:00,1195.5465
211,2008-03-09 18:00:00,1194.573
212,2008-03-09 19:00:00,1199.7945
213,2008-03-09 20:00:00,1249.797
214,2008-03-09 21:00:00,1247.319
215,2008-03-09 22:00:00,1203.6
216,2008-03-09 23:00:00,1146.606
217,2008-03-10 00:00:00,1070.496
218,2008-03-10 01:00:00,
219,2008-03-10 02:00:00,954.207
220,2008-03-10 03:00:00,936.33
221,2008-03-10 04:00:00,924.471
222,2008-03-10 05:00:00,922.701
223,2008-03-10 06:00:00,926.418
224,2008-03-10 07:00:00,961.287
225,2008-03-10 08:00:00,995.625
226,2008-03-10 09:00:00,1046.3355
227,2008-03-10 10:00:00,1094.037
228,2008-03-10 11:00:00,1122.357
229,2008-03-10 12:00:00,1135.0125
230,2008-03-10 13:00:00,1144.3935
231,2008-03-10 14:00:00,1151.8275
232,2008-03-10 15:00:00,1147.5795
233,2008-03-10 16:00:00,1146.429
234,2008-03-10 17:00:00,1153.2435
235,2008-03-10 18:00:00,1162.5359999999998
236,2008-03-10 19:00:00,1172.3595
237,2008-03-10 20:00:00,1244.841
238,2008-03-10 21:00:00,1253.337
239,2008-03-10 22:00:00,1218.645
240,2008-03-10 23:00:00,1159.2614999999998
241,2008-03-11 00:00:00,1092.621
242,2008-03-11 01:00:00,1053.7695
243,2008-03-11 02:00:00,1027.839
244,2008-03-11 03:00:00,1024.9185
245,2008-03-11 04:00:00,1018.989
246,2008-03-11 05:00:00,1040.8485
247,2008-03-11 06:00:00,1111.383
248,2008-03-11 07:00:00,1248.1155
249,2008-03-11 08:00:00,1352.0145
250,2008-03-11 09:00:00,1364.7585
251,2008-03-11 10:00:00,1371.8384999999998
252,2008-03-11 11:00:00,1381.3964999999998
253,2008-03-11 12:00:00,1376.529
254,2008-03-11 13:00:00,1359.8909999999998
255,2008-03-11 14:00:00,1359.8025
256,2008-03-11 15:00:00,1360.245
257,2008-03-11 16:00:00,1346.7044999999998
258,2008-03-11 17:00:00,1339.2705
259,2008-03-11 18:00:00,1332.7215
260,2008-03-11 19:00:00,1338.828
261,2008-03-11 20:00:00,1415.5575
262,2008-03-11 21:00:00,1414.3185
263,2008-03-11 22:00:00,1364.4045
264,2008-03-11 23:00:00,1275.9045
265,2008-03-12 00:00:00,1186.077
266,2008-03-12 01:00:00,1116.693
267,2008-03-12 02:00:00,1086.5145
268,2008-03-12 03:00:00,1066.5135
269,2008-03-12 04:00:00,1066.602
270,2008-03-12 05:00:00,1083.1515
271,2008-03-12 06:00:00,1156.8719999999998
272,2008-03-12 07:00:00,1299.6225
273,2008-03-12 08:00:00,1396.884
274,2008-03-12 09:00:00,1402.8135
275,2008-03-12 10:00:00,1402.371
276,2008-03-12 11:00:00,1392.105
277,2008-03-12 12:00:00,1376.2635
278,2008-03-12 13:00:00,1370.3339999999998
279,2008-03-12 14:00:00,1370.0685
280,2008-03-12 15:00:00,1361.2185
281,2008-03-12 16:00:00,1357.8555
282,2008-03-12 17:00:00,1347.9435
283,2008-03-12 18:00:00,1338.0314999999998
284,2008-03-12 19:00:00,1356.9705
285,2008-03-12 20:00:00,1422.018
286,2008-03-12 21:00:00,1421.9295
287,2008-03-12 22:00:00,1374.2279999999998
288,2008-03-12 23:00:00,1289.0024999999998
289,2008-03-13 00:00:00,1191.6525
290,2008-03-13 01:00:00,1124.304
291,2008-03-13 02:00:00,1085.0984999999998
292,2008-03-13 03:00:00,1059.345
293,2008-03-13 04:00:00,1049.787
294,2008-03-13 05:00:00,1054.743
295,2008-03-13 06:00:00,1111.6485
296,2008-03-13 07:00:00,1246.434
297,2008-03-13 08:00:00,1339.6245
298,2008-03-13 09:00:00,1343.1645
299,2008-03-13 10:00:00,1346.1735
300,2008-03-13 11:00:00,1363.785
301,2008-03-13 12:00:00,1367.9444999999998
302,2008-03-13 13:00:00,1361.7495
303,2008-03-13 14:00:00,1375.29
304,2008-03-13 15:00:00,1359.537
305,2008-03-13 16:00:00,1349.448
306,2008-03-13 17:00:00,1351.1295
307,2008-03-13 18:00:00,1357.7669999999998
308,2008-03-13 19:00:00,1377.945
309,2008-03-13 20:00:00,1428.0359999999998
310,2008-03-13 21:00:00,1413.6105
311,2008-03-13 22:00:00,1367.9444999999998
312,2008-03-13 23:00:00,1275.0195
313,2008-03-14 00:00:00,1194.927
314,2008-03-14 01:00:00,1122.6225
315,2008-03-14 02:00:00,1079.9655
316,2008-03-14 03:00:00,1048.6364999999998
317,2008-03-14 04:00:00,1039.344
318,2008-03-14 05:00:00,1059.876
319,2008-03-14 06:00:00,1112.445
320,2008-03-14 07:00:00,1248.735
321,2008-03-14 08:00:00,1353.2535
322,2008-03-14 09:00:00,1367.7675
323,2008-03-14 10:00:00,1376.883
324,2008-03-14 11:00:00,1378.1219999999998
325,2008-03-14 12:00:00,1380.8655
326,2008-03-14 13:00:00,1375.29
327,2008-03-14 14:00:00,1377.237
328,2008-03-14 15:00:00,1360.5105
329,2008-03-14 16:00:00,1346.5275
330,2008-03-14 17:00:00,1340.5095
331,2008-03-14 18:00:00,1343.4299999999998
332,2008-03-14 19:00:00,1363.254
333,2008-03-14 20:00:00,1427.4164999999998
334,2008-03-14 21:00:00,1410.6899999999998
335,2008-03-14 22:00:00,1368.564
336,2008-03-14 23:00:00,1287.144
337,2008-03-15 00:00:00,1200.414
338,2008-03-15 01:00:00,1129.791
339,2008-03-15 02:00:00,1076.0715
340,2008-03-15 03:00:00,1059.522
341,2008-03-15 04:00:00,1050.2295
342,2008-03-15 05:00:00,1063.8585
343,2008-03-15 06:00:00,1122.888
344,2008-03-15 07:00:00,1245.3719999999998
345,2008-03-15 08:00:00,1342.4565
346,2008-03-15 09:00:00,1363.8735
347,2008-03-15 10:00:00,1379.184
348,2008-03-15 11:00:00,1393.875
349,2008-03-15 12:00:00,1399.185
350,2008-03-15 13:00:00,1398.654
351,2008-03-15 14:00:00,1391.043
352,2008-03-15 15:00:00,1382.1045
353,2008-03-15 16:00:00,1365.024
354,2008-03-15 17:00:00,1357.3245
355,2008-03-15 18:00:00,1367.7675
356,2008-03-15 19:00:00,1379.715
357,2008-03-15 20:00:00,1402.548
358,2008-03-15 21:00:00,1376.6174999999998
359,2008-03-15 22:00:00,1341.837
360,2008-03-15 23:00:00,1286.6129999999998
361,2008-03-16 00:00:00,1201.299
362,2008-03-16 01:00:00,1130.9415
363,2008-03-16 02:00:00,1085.9835
364,2008-03-16 03:00:00,1063.416
365,2008-03-16 04:00:00,1052.265
366,2008-03-16 05:00:00,1052.7075
367,2008-03-16 06:00:00,1073.2395
368,2008-03-16 07:00:00,1117.578
369,2008-03-16 08:00:00,1183.8645
370,2008-03-16 09:00:00,1244.487
371,2008-03-16 10:00:00,1290.0645
372,2008-03-16 11:00:00,1305.8175
373,2008-03-16 12:00:00,1301.0385
374,2008-03-16 13:00:00,1274.4
375,2008-03-16 14:00:00,1252.7175
376,2008-03-16 15:00:00,1239.6195
377,2008-03-16 16:00:00,1223.2469999999998
378,2008-03-16 17:00:00,1215.9015
379,2008-03-16 18:00:00,1225.2825
380,2008-03-16 19:00:00,1249.8855
381,2008-03-16 20:00:00,1309.1805
382,2008-03-16 21:00:00,1300.8615
383,2008-03-16 22:00:00,1272.1875
384,2008-03-16 23:00:00,1226.1675
385,2008-03-17 00:00:00,1160.1464999999998
386,2008-03-17 01:00:00,1097.4
387,2008-03-17 02:00:00,1070.673
388,2008-03-17 03:00:00,1059.876
389,2008-03-17 04:00:00,1052.796
390,2008-03-17 05:00:00,1056.513
391,2008-03-17 06:00:00,1075.452
392,2008-03-17 07:00:00,1106.6925
393,2008-03-17 08:00:00,1158.3765
394,2008-03-17 09:00:00,1210.857
395,2008-03-17 10:00:00,1234.3094999999998
396,2008-03-17 11:00:00,1216.6095
397,2008-03-17 12:00:00,1194.042
398,2008-03-17 13:00:00,1185.4575
399,2008-03-17 14:00:00,1161.474
400,2008-03-17 15:00:00,1141.0304999999998
401,2008-03-17 16:00:00,1123.5075
402,2008-03-17 17:00:00,1123.1535
403,2008-03-17 18:00:00,1134.039
404,2008-03-17 19:00:00,1180.236
405,2008-03-17 20:00:00,1276.6125
406,2008-03-17 21:00:00,1299.888
407,2008-03-17 22:00:00,1271.922
408,2008-03-17 23:00:00,1230.15
409,2008-03-18 00:00:00,1171.8284999999998
410,2008-03-18 01:00:00,1135.455
411,2008-03-18 02:00:00,1113.684
412,2008-03-18 03:00:00,1112.976
413,2008-03-18 04:00:00,1119.9675
414,2008-03-18 05:00:00,1145.367
415,2008-03-18 06:00:00,1222.6274999999998
416,2008-03-18 07:00:00,1372.5465
417,2008-03-18 08:00:00,1468.746
418,2008-03-18 09:00:00,1482.906
419,2008-03-18 10:00:00,1489.5435
420,2008-03-18 11:00:00,1486.269
421,2008-03-18 12:00:00,1480.5165
422,2008-03-18 13:00:00,1473.879
423,2008-03-18 14:00:00,1468.1265
424,2008-03-18 15:00:00,1452.108
425,2008-03-18 16:00:00,1437.771
426,2008-03-18 17:00:00,1440.6915
427,2008-03-18 18:00:00,1457.5065
428,2008-03-18 19:00:00,1481.9325
429,2008-03-18 20:00:00,1504.7655
430,2008-03-18 21:00:00,1477.773
431,2008-03-18 22:00:00,1426.1775
432,2008-03-18 23:00:00,1340.952
433,2008-03-19 00:00:00,1242.894
434,2008-03-19 01:00:00,1162.2705
435,2008-03-19 02:00:00,1122.7995
436,2008-03-19 03:00:00,1098.639
437,2008-03-19 04:00:00,1102.356
438,2008-03-19 05:00:00,1103.5065
439,2008-03-19 06:00:00,1164.9254999999998
440,2008-03-19 07:00:00,1290.2415
441,2008-03-19 08:00:00,1385.733
442,2008-03-19 09:00:00,1395.2025
443,2008-03-19 10:00:00,1394.8484999999998
444,2008-03-19 11:00:00,1406.8845
445,2008-03-19 12:00:00,1405.6455
446,2008-03-19 13:00:00,1399.8045
447,2008-03-19 14:00:00,1403.1675
448,2008-03-19 15:00:00,1379.9805
449,2008-03-19 16:00:00,
450,2008-03-19 17:00:00,1365.1125
451,2008-03-19 18:00:00,1358.829
452,2008-03-19 19:00:00,1380.246
453,2008-03-19 20:00:00,1430.2485
454,2008-03-19 21:00:00,1416.4425
455,2008-03-19 22:00:00,1382.547
456,2008-03-19 23:00:00,1299.6225
457,2008-03-20 00:00:00,1209.264
458,2008-03-20 01:00:00,1132.7115
459,2008-03-20 02:00:00,1090.4085
460,2008-03-20 03:00:00,1070.496
461,2008-03-20 04:00:00,1052.796
462,2008-03-20 05:00:00,1063.5045
463,2008-03-20 06:00:00,1123.3305
464,2008-03-20 07:00:00,1248.735
465,2008-03-20 08:00:00,1351.926
466,2008-03-20 09:00:00,1363.431
467,2008-03-20 10:00:00,1368.741
468,2008-03-20 11:00:00,1370.157
469,2008-03-20 12:00:00,1372.5465
470,2008-03-20 13:00:00,1371.4845
471,2008-03-20 14:00:00,1369.5375
472,2008-03-20 15:00:00,1371.927
473,2008-03-20 16:00:00,1350.864
474,2008-03-20 17:00:00,1350.9525
475,2008-03-20 18:00:00,1349.3595
476,2008-03-20 19:00:00,1377.237
477,2008-03-20 20:00:00,1422.726
478,2008-03-20 21:00:00,1408.566
479,2008-03-20 22:00:00,1364.316
480,2008-03-20 23:00:00,1284.2234999999998
481,2008-03-21 00:00:00,1182.8025
482,2008-03-21 01:00:00,1114.923
483,2008-03-21 02:00:00,1075.098
484,2008-03-21 03:00:00,1041.114
485,2008-03-21 04:00:00,1035.45
486,2008-03-21 05:00:00,1046.3355
487,2008-03-21 06:00:00,1114.923
488,2008-03-21 07:00:00,1251.3015
489,2008-03-21 08:00:00,1358.298
490,2008-03-21 09:00:00,1359.006
491,2008-03-21 10:00:00,1362.2804999999998
492,2008-03-21 11:00:00,1370.4225
493,2008-03-21 12:00:00,1373.7855
494,2008-03-21 13:00:00,1363.1654999999998
495,2008-03-21 14:00:00,1361.838
496,2008-03-21 15:00:00,1338.828
497,2008-03-21 16:00:00,1328.031
498,2008-03-21 17:00:00,1322.4555
499,2008-03-21 18:00:00,1326.438
500,2008-03-21 19:00:00,1357.59
501,2008-03-21 20:00:00,1409.0085
502,2008-03-21 21:00:00,1405.9109999999998
503,2008-03-21 22:00:00,1361.6609999999998
504,2008-03-21 23:00:00,1277.6745
505,2008-03-22 00:00:00,1189.971
506,2008-03-22 01:00:00,1117.4895
507,2008-03-22 02:00:00,1082.6205
508,2008-03-22 03:00:00,1059.2565
509,2008-03-22 04:00:00,1054.3005
510,2008-03-22 05:00:00,1075.3635
511,2008-03-22 06:00:00,1137.048
512,2008-03-22 07:00:00,1266.435
513,2008-03-22 08:00:00,1376.706
514,2008-03-22 09:00:00,1379.538
515,2008-03-22 10:00:00,1385.4675
516,2008-03-22 11:00:00,1384.0515
517,2008-03-22 12:00:00,1373.2545
518,2008-03-22 13:00:00,1363.254
519,2008-03-22 14:00:00,1351.3065
520,2008-03-22 15:00:00,
521,2008-03-22 16:00:00,1312.278
522,2008-03-22 17:00:00,1300.5075
523,2008-03-22 18:00:00,1292.985
524,2008-03-22 19:00:00,1308.915
525,2008-03-22 20:00:00,1355.0235
526,2008-03-22 21:00:00,1333.341
527,2008-03-22 22:00:00,1305.8175
528,2008-03-22 23:00:00,1248.735
529,2008-03-23 00:00:00,1173.864
530,2008-03-23 01:00:00,1094.1255
531,2008-03-23 02:00:00,1058.46
532,2008-03-23 03:00:00,1026.6885
533,2008-03-23 04:00:00,1023.5025
534,2008-03-23 05:00:00,1026.6
535,2008-03-23 06:00:00,1048.6364999999998
536,2008-03-23 07:00:00,1099.6125
537,2008-03-23 08:00:00,1161.0315
538,2008-03-23 09:00:00,1207.848
539,2008-03-23 10:00:00,1252.983
540,2008-03-23 11:00:00,1271.6564999999998
541,2008-03-23 12:00:00,1259.6205
542,2008-03-23 13:00:00,1240.947
543,2008-03-23 14:00:00,1233.6015
544,2008-03-23 15:00:00,1209.3525
545,2008-03-23 16:00:00,1197.3165
546,2008-03-23 17:00:00,1202.2725
547,2008-03-23 18:00:00,1211.8305
548,2008-03-23 19:00:00,1235.637
549,2008-03-23 20:00:00,1269.444
550,2008-03-23 21:00:00,
551,2008-03-23 22:00:00,1222.539
552,2008-03-23 23:00:00,1170.501
553,2008-03-24 00:00:00,1096.2495
554,2008-03-24 01:00:00,1038.99
555,2008-03-24 02:00:00,991.9965
556,2008-03-24 03:00:00,963.057
557,2008-03-24 04:00:00,956.862
558,2008-03-24 05:00:00,
559,2008-03-24 06:00:00,965.4465
560,2008-03-24 07:00:00,988.545
561,2008-03-24 08:00:00,1037.8395
562,2008-03-24 09:00:00,1079.4344999999998
563,2008-03-24 10:00:00,1111.8255
564,2008-03-24 11:00:00,1137.1364999999998
565,2008-03-24 12:00:00,1151.031
566,2008-03-24 13:00:00,1159.527
567,2008-03-24 14:00:00,1157.1375
568,2008-03-24 15:00:00,
569,2008-03-24 16:00:00,1132.623
570,2008-03-24 17:00:00,1134.57
571,2008-03-24 18:00:00,1152.624
572,2008-03-24 19:00:00,1183.1565
573,2008-03-24 20:00:00,1260.5939999999998
574,2008-03-24 21:00:00,1245.9915
575,2008-03-24 22:00:00,1212.273
576,2008-03-24 23:00:00,
577,2008-03-25 00:00:00,1107.489
578,2008-03-25 01:00:00,1060.6725
579,2008-03-25 02:00:00,1038.105
580,2008-03-25 03:00:00,1026.8655
581,2008-03-25 04:00:00,1038.4589999999998
582,2008-03-25 05:00:00,1053.327
583,2008-03-25 06:00:00,1123.6844999999998
584,2008-03-25 07:00:00,1270.4175
585,2008-03-25 08:00:00,1374.6705
586,2008-03-25 09:00:00,1383.8745
587,2008-03-25 10:00:00,1388.1225
588,2008-03-25 11:00:00,1392.1935
589,2008-03-25 12:00:00,1393.2555
590,2008-03-25 13:00:00,1385.733
591,2008-03-25 14:00:00,1385.91
592,2008-03-25 15:00:00,1376.7945
593,2008-03-25 16:00:00,1366.971
594,2008-03-25 17:00:00,1365.5549999999998
595,2008-03-25 18:00:00,1353.8729999999998
596,2008-03-25 19:00:00,1369.98
597,2008-03-25 20:00:00,1432.5495
598,2008-03-25 21:00:00,1414.8495
599,2008-03-25 22:00:00,1367.148
600,2008-03-25 23:00:00,1277.8515
601,2008-03-26 00:00:00,1187.7585
602,2008-03-26 01:00:00,1128.6405
603,2008-03-26 02:00:00,1087.3995
604,2008-03-26 03:00:00,1070.9385
605,2008-03-26 04:00:00,1065.0975
606,2008-03-26 05:00:00,1093.0635
607,2008-03-26 06:00:00,1155.633
608,2008-03-26 07:00:00,1301.835
609,2008-03-26 08:00:00,1410.336
610,2008-03-26 09:00:00,1408.4775
611,2008-03-26 10:00:00,1396.176
612,2008-03-26 11:00:00,1390.7775
613,2008-03-26 12:00:00,1379.538
614,2008-03-26 13:00:00,1372.1925
615,2008-03-26 14:00:00,1372.635
616,2008-03-26 15:00:00,1362.8115
617,2008-03-26 16:00:00,1350.5984999999998
618,2008-03-26 17:00:00,1340.598
619,2008-03-26 18:00:00,1335.0225
620,2008-03-26 19:00:00,1374.936
621,2008-03-26 20:00:00,1435.647
622,2008-03-26 21:00:00,1426.443
623,2008-03-26 22:00:00,1384.14
624,2008-03-26 23:00:00,1293.9585
625,2008-03-27 00:00:00,1201.83
626,2008-03-27 01:00:00,1119.702
627,2008-03-27 02:00:00,1080.6735
628,2008-03-27 03:00:00,1053.681
629,2008-03-27 04:00:00,1046.601
630,2008-03-27 05:00:00,1060.1415
631,2008-03-27 06:00:00,1127.5784999999998
632,2008-03-27 07:00:00,1248.381
633,2008-03-27 08:00:00,1350.333
634,2008-03-27 09:00:00,1368.1215
635,2008-03-27 10:00:00,1366.263
636,2008-03-27 11:00:00,1372.281
637,2008-03-27 12:00:00,1371.6615
638,2008-03-27 13:00:00,1373.874
639,2008-03-27 14:00:00,1366.5285
640,2008-03-27 15:00:00,1348.917
641,2008-03-27 16:00:00,1332.987
642,2008-03-27 17:00:00,1333.0755
643,2008-03-27 18:00:00,1335.0225
644,2008-03-27 19:00:00,1367.5905
645,2008-03-27 20:00:00,1416.708
646,2008-03-27 21:00:00,1404.7605
647,2008-03-27 22:00:00,1363.608
648,2008-03-27 23:00:00,1279.002
649,2008-03-28 00:00:00,1188.2895
650,2008-03-28 01:00:00,1115.454
651,2008-03-28 02:00:00,1073.2395
652,2008-03-28 03:00:00,1045.6275
653,2008-03-28 04:00:00,1032.8835
654,2008-03-28 05:00:00,1050.318
655,2008-03-28 06:00:00,1112.799
656,2008-03-28 07:00:00,1250.859
657,2008-03-28 08:00:00,1346.3505
658,2008-03-28 09:00:00,1350.5984999999998
659,2008-03-28 10:00:00,1357.3245
660,2008-03-28 11:00:00,1362.8115
661,2008-03-28 12:00:00,1359.2714999999998
662,2008-03-28 13:00:00,1362.9885
663,2008-03-28 14:00:00,1359.714
664,2008-03-28 15:00:00,1350.51
665,2008-03-28 16:00:00,1340.1554999999998
666,2008-03-28 17:00:00,1329.9779999999998
667,2008-03-28 18:00:00,1319.358
668,2008-03-28 19:00:00,1335.5535
669,2008-03-28 20:00:00,1383.8745
670,2008-03-28 21:00:00,
671,2008-03-28 22:00:00,1354.8465
